,Age,Gender,Country,Education Level,Role,Programming Experience,ML Experience,Company Size,Company Data Scientists,Yearly Compensation,Spent Money (5years),Primary Tool,# of Languages,# of Visual tools,# of ML frameworks,# of ML algorithms
16901,6,0,0,3.0,4.0,5.0,2.0,2.0,1.0,21.0,5.0,3.0,1,1,2,2
16903,2,0,1,2.0,5.0,3.0,0.0,2.0,2.0,7.0,1.0,2.0,2,2,0,0
16904,2,0,0,2.0,5.0,2.0,1.0,5.0,7.0,7.0,2.0,2.0,1,3,1,1
16905,3,0,0,3.0,3.0,2.0,2.0,3.0,6.0,5.0,4.0,0.0,2,4,4,5
16911,7,0,3,3.0,12.0,6.0,5.0,4.0,5.0,18.0,1.0,2.0,4,1,3,5
16912,3,0,0,3.0,3.0,4.0,6.0,5.0,2.0,13.0,1.0,3.0,2,2,1,4
16913,6,0,2,4.0,3.0,5.0,7.0,5.0,7.0,18.0,3.0,3.0,3,3,4,6
16914,5,0,3,4.0,3.0,2.0,6.0,5.0,3.0,19.0,4.0,3.0,2,2,4,7
16916,5,0,3,3.0,3.0,3.0,3.0,5.0,4.0,0.0,5.0,5.0,4,5,3,7
16917,3,0,3,3.0,3.0,5.0,4.0,4.0,7.0,18.0,6.0,4.0,4,5,2,3
16918,5,0,3,2.0,3.0,1.0,1.0,5.0,3.0,9.0,1.0,3.0,2,3,2,3
16919,3,1,0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2,2,2,2
16920,4,0,0,4.0,9.0,5.0,5.0,3.0,4.0,14.0,4.0,4.0,4,2,4,4
16922,2,0,0,5.0,4.0,4.0,1.0,3.0,1.0,8.0,1.0,1.0,5,1,2,1
16923,3,0,0,1.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,1,1,2,2
16926,3,0,2,2.0,0.0,1.0,1.0,2.0,1.0,17.0,1.0,0.0,2,2,1,2
16930,2,0,2,3.0,5.0,0.0,1.0,1.0,2.0,18.0,3.0,1.0,0,0,0,0
16932,3,0,3,3.0,0.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,4,3,2,3
16935,2,0,0,3.0,7.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,3,2,3,1
16939,7,0,2,3.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,3,2,1,3
16941,2,1,0,3.0,3.0,2.0,3.0,2.0,5.0,9.0,5.0,3.0,3,5,4,6
16943,2,1,3,3.0,5.0,3.0,4.0,2.0,1.0,8.0,4.0,3.0,2,3,1,2
16944,4,0,0,3.0,9.0,1.0,1.0,4.0,3.0,7.0,4.0,3.0,1,3,3,1
16946,4,0,5,3.0,12.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,4,1,0,0
16947,2,1,1,5.0,4.0,4.0,1.0,3.0,3.0,11.0,4.0,0.0,3,2,5,4
16948,4,0,0,2.0,10.0,4.0,2.0,5.0,5.0,11.0,4.0,4.0,1,3,2,3
16949,2,0,0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1,2,4,5
16952,2,0,0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3,5,3,4
16953,1,0,0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0,2.0,1,2,3,3
16954,2,0,3,3.0,7.0,4.0,5.0,1.0,2.0,18.0,5.0,0.0,1,3,4,4
16955,2,0,3,3.0,7.0,4.0,3.0,1.0,1.0,8.0,3.0,4.0,4,5,4,2
16956,1,1,0,3.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2,2,1,1
16957,9,0,3,2.0,0.0,6.0,1.0,1.0,1.0,0.0,3.0,0.0,3,1,2,3
16958,2,1,2,3.0,5.0,3.0,1.0,2.0,2.0,8.0,1.0,1.0,4,2,1,1
16961,3,0,0,3.0,8.0,4.0,6.0,5.0,2.0,2.0,6.0,5.0,1,4,7,2
16962,0,0,5,2.0,3.0,4.0,3.0,1.0,7.0,7.0,3.0,3.0,4,4,4,5
16963,5,0,2,1.0,3.0,3.0,2.0,2.0,3.0,12.0,3.0,3.0,3,2,5,3
16964,3,1,5,3.0,6.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,2,2,1,1
16966,5,0,5,2.0,4.0,5.0,2.0,1.0,2.0,16.0,3.0,3.0,4,3,6,6
16967,3,0,2,3.0,5.0,2.0,1.0,1.0,1.0,9.0,1.0,3.0,5,3,4,6
16968,2,1,3,2.0,6.0,3.0,2.0,1.0,3.0,13.0,5.0,4.0,4,3,1,2
16969,2,0,0,4.0,5.0,0.0,1.0,3.0,7.0,1.0,3.0,3.0,0,0,0,0
16971,6,0,2,3.0,3.0,5.0,3.0,1.0,3.0,12.0,2.0,5.0,5,3,4,4
16972,2,0,3,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2,1,2,3
16975,2,1,0,4.0,6.0,1.0,1.0,3.0,7.0,2.0,1.0,0.0,2,3,1,2
16976,6,0,4,2.0,9.0,0.0,6.0,1.0,1.0,15.0,2.0,2.0,0,0,0,0
16977,1,1,0,3.0,8.0,1.0,1.0,3.0,7.0,7.0,3.0,3.0,3,3,3,3
16978,2,0,0,3.0,3.0,3.0,3.0,4.0,7.0,10.0,4.0,3.0,3,2,7,5
16979,2,0,0,4.0,4.0,4.0,2.0,2.0,5.0,7.0,4.0,4.0,2,2,2,6
16981,3,1,0,3.0,8.0,3.0,0.0,4.0,3.0,14.0,1.0,2.0,4,2,0,0
16982,2,0,0,3.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,4,3,3,6
16985,8,0,0,3.0,9.0,3.0,1.0,5.0,1.0,18.0,1.0,0.0,3,1,3,2
16989,4,0,1,2.0,7.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4,2,1,3
16990,5,0,3,4.0,3.0,6.0,8.0,4.0,7.0,24.0,6.0,4.0,3,1,2,1
16991,6,1,4,2.0,5.0,5.0,0.0,5.0,7.0,17.0,6.0,0.0,1,1,0,0
16992,4,0,2,3.0,3.0,5.0,3.0,5.0,7.0,12.0,1.0,4.0,3,1,2,4
16996,4,0,2,3.0,7.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,4,1,7,8
16997,4,0,0,2.0,3.0,5.0,3.0,5.0,2.0,8.0,2.0,0.0,2,2,3,3
16998,3,0,3,4.0,0.0,1.0,1.0,5.0,3.0,14.0,1.0,3.0,2,1,1,2
16999,7,1,2,4.0,3.0,6.0,6.0,4.0,5.0,14.0,6.0,4.0,8,2,5,4
17001,2,0,0,2.0,7.0,2.0,1.0,5.0,1.0,0.0,2.0,0.0,1,2,1,7
17003,6,0,2,3.0,3.0,5.0,8.0,5.0,4.0,16.0,6.0,1.0,2,2,5,3
17004,3,0,3,3.0,3.0,4.0,3.0,3.0,7.0,9.0,1.0,4.0,3,2,3,2
17007,8,0,3,4.0,6.0,0.0,6.0,1.0,1.0,19.0,1.0,0.0,0,0,0,0
17008,5,0,2,4.0,6.0,5.0,6.0,3.0,7.0,19.0,6.0,1.0,5,2,5,7
17009,2,0,0,1.0,0.0,3.0,0.0,4.0,1.0,11.0,1.0,0.0,5,1,0,0
17014,3,0,0,3.0,10.0,3.0,5.0,4.0,6.0,11.0,3.0,3.0,2,5,5,6
17016,3,0,3,3.0,8.0,3.0,4.0,5.0,7.0,18.0,2.0,2.0,2,2,2,2
17017,1,0,0,3.0,7.0,3.0,3.0,4.0,7.0,5.0,2.0,0.0,2,3,4,5
17018,3,0,5,4.0,6.0,5.0,4.0,2.0,4.0,12.0,4.0,3.0,1,1,2,1
17023,2,0,3,3.0,0.0,1.0,0.0,2.0,2.0,12.0,4.0,2.0,1,2,0,0
17024,5,0,3,1.0,0.0,5.0,3.0,1.0,1.0,13.0,3.0,0.0,1,1,4,4
17025,5,1,1,4.0,4.0,4.0,3.0,1.0,1.0,0.0,4.0,0.0,5,1,3,1
17026,2,0,3,3.0,3.0,3.0,2.0,1.0,1.0,7.0,4.0,0.0,3,1,1,1
17027,5,0,3,2.0,4.0,5.0,1.0,3.0,2.0,0.0,1.0,3.0,3,2,4,1
17028,5,1,2,2.0,0.0,2.0,0.0,3.0,2.0,12.0,1.0,0.0,1,1,0,0
17030,5,0,0,3.0,3.0,5.0,5.0,4.0,7.0,6.0,4.0,3.0,4,3,4,4
17032,1,0,0,3.0,4.0,3.0,0.0,2.0,2.0,5.0,1.0,3.0,2,1,0,0
17037,5,0,3,3.0,8.0,5.0,1.0,1.0,3.0,9.0,4.0,2.0,2,3,3,2
17040,2,1,2,3.0,3.0,3.0,1.0,2.0,2.0,13.0,1.0,2.0,1,1,1,2
17041,2,0,0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,3,1,2,1
17043,8,0,4,3.0,9.0,2.0,1.0,4.0,4.0,20.0,5.0,0.0,1,1,2,1
17046,4,0,0,4.0,6.0,1.0,6.0,4.0,3.0,1.0,3.0,0.0,3,1,2,2
17047,2,0,3,3.0,6.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,2,2,2,3
17050,6,0,0,1.0,4.0,6.0,3.0,3.0,2.0,0.0,5.0,4.0,2,2,4,5
17052,9,0,2,4.0,3.0,6.0,1.0,2.0,2.0,14.0,4.0,3.0,5,3,1,2
17055,4,0,0,4.0,0.0,3.0,6.0,3.0,5.0,8.0,1.0,0.0,1,2,2,4
17056,4,0,0,4.0,4.0,6.0,2.0,2.0,1.0,0.0,1.0,3.0,3,3,4,4
17058,4,0,0,3.0,0.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,2,2,1,2
17060,1,0,0,3.0,0.0,1.0,1.0,5.0,7.0,4.0,6.0,3.0,3,4,4,4
17061,1,0,0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,2,2,4,3
17062,0,0,5,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3,2,4,7
17065,6,0,0,3.0,9.0,3.0,1.0,1.0,1.0,7.0,3.0,3.0,1,4,1,2
17067,3,0,3,5.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,6,2,0,0
17070,2,0,3,3.0,0.0,3.0,2.0,2.0,4.0,8.0,1.0,2.0,4,3,1,2
17072,6,0,1,2.0,7.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,3,1,0,0
17073,4,0,2,3.0,4.0,6.0,3.0,3.0,7.0,0.0,1.0,3.0,3,1,3,3
17074,2,0,2,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,1,3,3,5
17076,2,0,0,3.0,0.0,1.0,1.0,5.0,4.0,5.0,3.0,3.0,2,4,2,3
17081,3,2,2,2.0,3.0,5.0,6.0,4.0,7.0,13.0,6.0,3.0,4,4,2,5
17082,4,1,3,2.0,3.0,4.0,1.0,4.0,7.0,11.0,2.0,0.0,1,1,1,1
17084,2,0,3,3.0,7.0,3.0,3.0,4.0,3.0,19.0,4.0,3.0,2,1,4,4
17085,4,0,2,4.0,10.0,5.0,1.0,2.0,3.0,13.0,1.0,3.0,2,2,1,2
17087,9,0,2,4.0,3.0,6.0,8.0,5.0,7.0,12.0,4.0,0.0,5,1,3,4
17088,0,0,0,2.0,8.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,2,2,1,3
17090,5,1,2,4.0,3.0,6.0,8.0,3.0,4.0,14.0,4.0,3.0,4,1,2,3
17093,1,0,3,2.0,0.0,4.0,4.0,1.0,2.0,11.0,1.0,3.0,4,1,4,6
17096,3,0,1,2.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,3,3,3,2
17098,5,0,2,3.0,10.0,2.0,1.0,1.0,2.0,18.0,3.0,0.0,2,2,4,3
17100,2,0,0,3.0,3.0,4.0,4.0,4.0,2.0,12.0,1.0,4.0,7,4,4,7
17104,3,0,0,3.0,4.0,5.0,0.0,1.0,1.0,14.0,1.0,0.0,3,1,0,0
17105,4,0,2,5.0,0.0,4.0,1.0,1.0,1.0,9.0,2.0,3.0,3,3,2,3
17106,6,0,3,4.0,6.0,1.0,1.0,1.0,1.0,13.0,3.0,0.0,1,3,1,2
17107,2,1,1,3.0,11.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,1,3,1,1
17108,2,0,3,3.0,11.0,4.0,6.0,4.0,7.0,12.0,2.0,1.0,2,3,4,4
17111,5,0,0,4.0,6.0,5.0,7.0,2.0,3.0,16.0,4.0,1.0,4,1,3,3
17112,1,1,0,3.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,2,5,3,2
17113,7,0,3,4.0,0.0,3.0,2.0,2.0,1.0,13.0,2.0,0.0,2,4,1,1
17117,9,0,2,4.0,6.0,6.0,0.0,3.0,4.0,12.0,1.0,0.0,3,3,0,0
17118,4,0,3,3.0,0.0,5.0,6.0,1.0,2.0,0.0,3.0,5.0,1,1,2,2
17120,6,1,2,5.0,0.0,3.0,1.0,3.0,7.0,14.0,1.0,1.0,3,1,2,2
17125,6,1,5,0.0,6.0,6.0,5.0,1.0,6.0,0.0,3.0,5.0,2,2,2,1
17127,8,0,0,2.0,4.0,6.0,1.0,1.0,2.0,4.0,3.0,0.0,3,4,4,4
17128,1,0,0,3.0,10.0,2.0,2.0,5.0,7.0,6.0,4.0,5.0,2,2,1,3
17131,3,0,2,2.0,4.0,5.0,6.0,5.0,7.0,15.0,6.0,3.0,4,1,1,4
17134,8,0,2,1.0,0.0,5.0,1.0,1.0,1.0,0.0,3.0,2.0,3,3,3,2
17135,3,0,3,2.0,10.0,4.0,4.0,5.0,5.0,9.0,4.0,0.0,3,2,7,6
17136,0,1,1,2.0,7.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,2,2,5,6
17137,2,0,0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,2,6,4,4
17140,5,0,3,4.0,6.0,4.0,2.0,5.0,7.0,13.0,1.0,5.0,1,1,2,1
17143,2,1,0,2.0,3.0,4.0,3.0,5.0,3.0,8.0,2.0,3.0,4,5,4,3
17144,5,1,0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0
17147,2,0,0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,2,1,1,3
17149,5,0,3,3.0,0.0,1.0,0.0,5.0,7.0,0.0,1.0,0.0,1,1,0,0
17152,3,0,0,3.0,9.0,1.0,1.0,2.0,1.0,12.0,5.0,3.0,1,2,1,2
17153,4,1,2,4.0,6.0,4.0,7.0,4.0,7.0,16.0,6.0,0.0,4,5,4,7
17154,2,0,1,3.0,8.0,2.0,1.0,4.0,3.0,4.0,4.0,0.0,1,2,1,2
17156,3,0,0,2.0,8.0,4.0,1.0,5.0,7.0,8.0,4.0,2.0,3,2,2,3
17157,6,1,2,0.0,5.0,6.0,6.0,2.0,1.0,1.0,5.0,3.0,3,3,1,5
17161,6,0,0,3.0,4.0,6.0,5.0,5.0,7.0,9.0,4.0,0.0,6,3,4,3
17163,2,0,0,2.0,4.0,3.0,1.0,1.0,2.0,5.0,1.0,0.0,3,1,1,1
17165,1,0,0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,3,4
17166,5,1,3,2.0,5.0,2.0,1.0,1.0,2.0,14.0,3.0,2.0,4,4,1,3
17168,2,1,3,3.0,5.0,3.0,2.0,2.0,4.0,14.0,3.0,3.0,2,2,1,2
17170,2,1,3,3.0,3.0,4.0,5.0,1.0,4.0,10.0,5.0,5.0,1,3,3,3
17171,1,0,2,2.0,5.0,3.0,2.0,5.0,7.0,12.0,6.0,3.0,4,2,1,1
17173,8,0,3,3.0,8.0,5.0,5.0,1.0,2.0,14.0,3.0,3.0,2,3,2,3
17175,7,0,0,3.0,4.0,5.0,2.0,1.0,2.0,7.0,3.0,0.0,3,2,4,5
17176,2,0,1,2.0,5.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2,4,3,2
17177,1,1,0,3.0,4.0,3.0,1.0,5.0,7.0,8.0,3.0,3.0,5,6,1,1
17179,1,0,0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2,2,3,5
17180,3,0,0,3.0,3.0,4.0,4.0,1.0,4.0,10.0,4.0,3.0,5,4,7,7
17181,4,0,3,3.0,3.0,4.0,5.0,3.0,2.0,17.0,1.0,3.0,2,1,2,3
17183,1,0,1,2.0,3.0,2.0,2.0,1.0,4.0,0.0,2.0,3.0,2,4,8,5
17184,4,0,2,5.0,0.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,1,2,4,3
17185,5,0,0,2.0,0.0,5.0,3.0,4.0,6.0,19.0,5.0,4.0,4,5,8,8
17188,4,0,0,2.0,4.0,5.0,6.0,5.0,7.0,17.0,1.0,3.0,3,1,3,5
17191,0,0,1,2.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1,3,5,6
17192,6,0,3,3.0,7.0,2.0,8.0,1.0,3.0,19.0,5.0,2.0,2,4,4,7
17194,1,1,0,3.0,3.0,2.0,1.0,2.0,5.0,0.0,1.0,0.0,2,2,1,4
17195,3,0,0,3.0,3.0,5.0,3.0,1.0,3.0,18.0,1.0,3.0,2,3,4,2
17196,2,0,2,2.0,0.0,1.0,0.0,5.0,1.0,12.0,1.0,0.0,3,1,0,0
17197,2,0,0,3.0,9.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0
17199,2,1,3,3.0,3.0,5.0,5.0,5.0,7.0,20.0,1.0,4.0,2,4,1,4
17200,2,0,3,3.0,5.0,4.0,1.0,1.0,3.0,8.0,1.0,3.0,2,2,3,3
17201,4,0,3,4.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,1.0,2,4,5,6
17205,2,0,3,3.0,6.0,3.0,5.0,2.0,2.0,9.0,3.0,3.0,4,6,5,6
17206,5,1,2,2.0,5.0,2.0,2.0,3.0,2.0,15.0,5.0,5.0,4,1,1,3
17207,5,0,1,3.0,7.0,3.0,4.0,1.0,2.0,3.0,2.0,0.0,3,2,3,6
17211,3,2,5,0.0,7.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2,1,4,1
17212,1,1,0,2.0,8.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,4,2,1,3
17213,3,1,3,3.0,7.0,4.0,2.0,5.0,4.0,18.0,4.0,0.0,3,4,3,4
17215,6,0,0,3.0,6.0,1.0,2.0,5.0,7.0,19.0,1.0,0.0,1,1,1,2
17216,4,0,0,4.0,9.0,0.0,1.0,2.0,3.0,6.0,3.0,3.0,0,0,0,0
17217,3,0,3,2.0,0.0,3.0,2.0,2.0,1.0,17.0,3.0,0.0,2,2,3,1
17223,3,0,0,2.0,5.0,1.0,1.0,3.0,4.0,10.0,2.0,0.0,2,2,1,2
17226,6,0,0,3.0,0.0,4.0,2.0,4.0,2.0,20.0,4.0,2.0,3,1,1,4
17228,6,0,3,3.0,8.0,6.0,2.0,4.0,7.0,18.0,5.0,2.0,2,2,1,2
17229,4,0,1,3.0,3.0,5.0,4.0,3.0,2.0,11.0,5.0,0.0,4,3,3,2
17230,2,0,0,2.0,7.0,2.0,2.0,1.0,2.0,11.0,2.0,3.0,3,3,5,4
17231,4,0,0,5.0,6.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,3,2,3,4
17233,0,0,0,2.0,8.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0,0,0,0
17235,1,0,3,2.0,4.0,3.0,2.0,1.0,2.0,13.0,4.0,3.0,5,4,2,2
17238,2,1,3,3.0,5.0,3.0,1.0,1.0,3.0,13.0,4.0,3.0,3,4,1,2
17239,3,0,0,2.0,9.0,3.0,1.0,1.0,2.0,7.0,1.0,0.0,2,2,2,1
17240,4,0,5,3.0,8.0,2.0,2.0,1.0,2.0,13.0,5.0,2.0,3,2,2,2
17242,3,0,0,3.0,0.0,0.0,6.0,5.0,7.0,13.0,1.0,0.0,0,0,0,0
17243,3,0,3,3.0,0.0,1.0,1.0,2.0,2.0,5.0,3.0,0.0,1,1,1,1
17248,6,0,3,3.0,8.0,4.0,0.0,2.0,2.0,19.0,1.0,0.0,2,1,0,0
17249,5,0,3,3.0,5.0,1.0,1.0,5.0,7.0,18.0,5.0,0.0,1,1,1,1
17252,2,1,1,2.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,2,2,0,0
17253,0,0,5,3.0,7.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2,2,4,5
17256,4,0,2,2.0,8.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,2,1,0,0
17257,0,1,0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,5.0,0.0,3,3,4,2
17264,1,0,0,3.0,8.0,3.0,1.0,5.0,7.0,6.0,2.0,0.0,4,3,1,1
17265,1,0,0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,3,3,2,6
17266,3,1,2,3.0,3.0,3.0,3.0,2.0,7.0,0.0,4.0,3.0,1,3,2,2
17267,2,0,2,3.0,8.0,2.0,2.0,3.0,7.0,14.0,3.0,0.0,3,2,2,3
17269,5,0,2,2.0,5.0,4.0,0.0,4.0,7.0,0.0,1.0,0.0,2,1,0,0
17271,3,0,0,3.0,3.0,3.0,3.0,3.0,5.0,17.0,4.0,3.0,3,1,3,3
17272,9,0,0,3.0,6.0,6.0,5.0,3.0,2.0,14.0,3.0,0.0,2,2,3,4
17273,7,0,5,3.0,9.0,6.0,1.0,3.0,2.0,15.0,4.0,3.0,1,4,2,4
17275,5,0,0,3.0,9.0,2.0,3.0,5.0,7.0,13.0,3.0,5.0,1,1,4,5
17277,3,0,1,1.0,0.0,0.0,6.0,5.0,5.0,11.0,0.0,0.0,0,0,0,0
17278,6,1,3,3.0,3.0,3.0,4.0,5.0,7.0,19.0,1.0,4.0,3,3,2,3
17279,2,1,0,0.0,10.0,3.0,2.0,3.0,6.0,2.0,1.0,0.0,2,1,4,9
17281,8,0,0,4.0,6.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1,2,1,2
17283,4,0,3,4.0,3.0,6.0,5.0,1.0,2.0,20.0,2.0,3.0,4,4,3,3
17285,2,0,0,3.0,6.0,2.0,2.0,1.0,3.0,13.0,5.0,0.0,1,1,4,3
17286,1,0,1,5.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,4,1,3,2
17287,3,2,3,3.0,9.0,4.0,5.0,3.0,3.0,20.0,4.0,3.0,7,6,3,6
17290,6,0,3,4.0,3.0,6.0,7.0,5.0,7.0,20.0,6.0,3.0,2,2,2,4
17293,6,1,2,3.0,5.0,2.0,1.0,2.0,2.0,12.0,1.0,3.0,1,2,1,2
17295,2,0,1,3.0,3.0,3.0,2.0,1.0,4.0,6.0,5.0,3.0,3,2,5,4
17297,1,2,5,2.0,0.0,3.0,2.0,1.0,6.0,18.0,3.0,3.0,4,2,4,5
17298,3,1,3,1.0,0.0,2.0,1.0,4.0,5.0,10.0,3.0,3.0,3,3,4,3
17299,1,1,2,3.0,5.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1,3,2,3
17301,3,1,3,4.0,6.0,4.0,1.0,5.0,7.0,13.0,2.0,3.0,2,3,2,2
17302,5,1,2,3.0,9.0,3.0,1.0,3.0,1.0,12.0,2.0,3.0,2,3,1,2
17305,0,0,0,2.0,4.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,1,1,2,2
17310,0,0,0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3,1,2,3
17311,3,0,2,3.0,6.0,2.0,1.0,4.0,7.0,14.0,1.0,1.0,1,2,1,1
17312,5,0,0,3.0,3.0,5.0,3.0,5.0,7.0,12.0,6.0,3.0,3,4,6,5
17313,9,0,3,4.0,6.0,6.0,8.0,1.0,2.0,21.0,2.0,5.0,2,1,2,3
17314,3,1,0,3.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1,1,1,1
17316,2,1,0,3.0,0.0,0.0,1.0,5.0,3.0,5.0,1.0,0.0,0,0,0,0
17319,0,0,1,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1,2,3,3
17324,2,0,0,3.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,4.0,2,3,1,3
17326,4,0,2,4.0,6.0,5.0,6.0,1.0,4.0,11.0,5.0,3.0,2,1,3,3
17327,1,2,0,2.0,7.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,2,3,3,4
17328,3,0,0,3.0,4.0,2.0,0.0,5.0,2.0,7.0,1.0,0.0,1,1,0,0
17329,3,0,0,5.0,7.0,1.0,1.0,1.0,3.0,18.0,4.0,3.0,1,2,4,8
17330,3,2,0,2.0,3.0,3.0,1.0,2.0,4.0,14.0,4.0,3.0,2,1,2,2
17332,9,0,2,3.0,0.0,6.0,8.0,5.0,2.0,19.0,5.0,2.0,6,1,1,5
17333,3,0,2,4.0,4.0,3.0,3.0,3.0,2.0,15.0,4.0,3.0,2,3,3,8
17337,3,0,2,4.0,3.0,3.0,4.0,1.0,2.0,16.0,3.0,3.0,3,1,3,3
17338,7,0,2,4.0,0.0,2.0,1.0,5.0,5.0,19.0,4.0,0.0,1,1,3,3
17341,3,0,3,3.0,3.0,3.0,3.0,5.0,3.0,15.0,1.0,3.0,5,3,3,3
17344,2,0,0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,4,1,0,0
17346,2,1,0,2.0,4.0,3.0,2.0,2.0,1.0,8.0,1.0,0.0,1,1,2,1
17347,1,0,3,2.0,0.0,1.0,0.0,4.0,3.0,1.0,3.0,3.0,1,2,0,0
17351,2,0,0,0.0,4.0,4.0,0.0,1.0,1.0,7.0,4.0,0.0,6,1,0,0
17352,3,0,1,3.0,5.0,3.0,0.0,3.0,5.0,7.0,3.0,1.0,3,3,0,0
17353,2,1,3,3.0,8.0,2.0,1.0,5.0,6.0,11.0,4.0,3.0,3,2,3,4
17354,4,0,0,2.0,9.0,5.0,5.0,2.0,4.0,13.0,5.0,0.0,1,1,3,5
17355,3,0,0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1,2,4,5
17357,2,0,2,3.0,3.0,3.0,3.0,2.0,3.0,13.0,1.0,4.0,3,3,5,6
17360,4,0,3,1.0,8.0,5.0,1.0,1.0,1.0,18.0,1.0,0.0,2,1,1,1
17362,9,0,0,2.0,4.0,5.0,1.0,2.0,1.0,9.0,4.0,0.0,1,1,1,1
17363,3,0,2,3.0,10.0,3.0,0.0,2.0,3.0,11.0,3.0,0.0,3,1,0,0
17364,4,0,3,2.0,10.0,4.0,2.0,1.0,2.0,20.0,5.0,3.0,4,2,1,1
17365,2,0,0,1.0,10.0,1.0,1.0,2.0,2.0,3.0,5.0,0.0,2,2,1,2
17366,3,0,3,3.0,8.0,4.0,0.0,2.0,3.0,18.0,5.0,0.0,3,1,0,0
17367,7,0,3,3.0,8.0,5.0,2.0,1.0,2.0,9.0,4.0,4.0,6,3,1,4
17368,4,0,2,3.0,0.0,2.0,2.0,4.0,1.0,15.0,3.0,0.0,2,1,1,4
17369,2,0,3,3.0,5.0,1.0,1.0,4.0,5.0,0.0,3.0,0.0,1,2,1,1
17370,6,1,0,4.0,0.0,6.0,7.0,2.0,7.0,0.0,2.0,3.0,5,2,4,3
17375,2,1,2,3.0,8.0,1.0,0.0,4.0,3.0,10.0,3.0,0.0,2,1,0,0
17376,2,0,3,3.0,4.0,1.0,2.0,5.0,3.0,18.0,5.0,3.0,1,2,3,3
17378,9,0,3,1.0,4.0,6.0,3.0,5.0,7.0,20.0,3.0,3.0,5,1,2,3
17379,9,0,3,1.0,0.0,6.0,8.0,2.0,5.0,0.0,4.0,0.0,3,1,2,2
17380,7,1,3,3.0,3.0,3.0,3.0,5.0,6.0,15.0,5.0,3.0,3,4,3,3
